업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명,경도,위도
경양식,서울특별시 강남구 역삼동 783번지 18호 지하1층-102,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로65길 13 지하1층 102호 (역삼동),메뉴 정보가 없습니다.,11680,카페다인(CAFE THINE),127.0449049,37.49510268
경양식,서울특별시 강남구 역삼동 773번지 11호,02 5691007,영업시간 정보가 없습니다.,서울특별시 강남구 언주로69길 8 (역삼동),메뉴 정보가 없습니다.,11680,베스트,127.0446158,37.49660458
경양식,서울특별시 강남구 역삼동 774번지 6호,,매일,서울특별시 강남구 언주로71길 31 지상1층 (역삼동),양파잔득들어간유니짜장,11680,알라보(allavo) 도곡점,127.0427311,37.49656125
,,,오전 11시 - 오후 9시 30분 (연중무휴 ),,"6,000원",,,,
,,,,,삼선간짜장,,,,
,,,,,"7,000원",,,,
,,,,,삼선쟁반짜장,,,,
,,,,,"8,000원",,,,
경양식,서울특별시 강남구 역삼동 774번지,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로71길 33 지상1층 101-1호 (역삼동),메뉴 정보가 없습니다.,11680,피자비토랩 강남직영점,127.0424651,37.49646332
경양식,서울특별시 강남구 역삼동 729번지 6호,,오렌지라떼,서울특별시 강남구 언주로79길 17 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,인사이드,127.0426632,37.49899691
,,,"5,000원",,,,,,
,,,카페비엔나,,,,,,
,,,"5,000원",,,,,,
,,,오렌지주스,,,,,,
,,,"5,500원",,,,,,
경양식,서울특별시 강남구 역삼동 721번지 31호 지상1층,,월-금,서울특별시 강남구 언주로79길 8 (역삼동지상1층),"월화수 소주,생맥주 무제한",11680,헤라,127.0432987,37.49948944
,,,오후 7시 30분 - 오전 4시,,목요일 입장료 10시 후 여자,,,,
,,,토/일,,"6,000원",,,,
,,,오후 7시 30분 - 오전 6시,,목요일 입장료 10시 후 남자,,,,
,,,,,"12,000원",,,,
경양식,서울특별시 강남구 역삼동 722번지 4호 지하1층,02 5570160,"월-금,토",서울특별시 강남구 언주로81길 15 (역삼동지하1층),하우스함박스테이크,11680,하우스,127.0424847,37.49985819
,,,오전 11시 30분 - 오후 9시 30분,,"7,900원",,,,
,,,휴무일,,엉클브라운함박스테이크,,,,
,,,매주 일요일,,"9,000원",,,,
,,,,,로제함박스테이크,,,,
,,,,,"9,000원",,,,
경양식,서울특별시 강남구 역삼동 725번지 4호 지하1층,0-562-6005,매일,서울특별시 강남구 언주로81길 56 (역삼동지하1층),아인슈페너,11680,미루,127.0391709,37.49923905
,,,정오 12시 - 오후 10시 (매주 월요일 휴무),,"5,000원",,,,
경양식,서울특별시 강남구 역삼동 725번지 71호 지하1층,02 5633611,"월-금,토",서울특별시 강남구 언주로81길 57 (역삼동지하1층),콩나물 국밥,11680,전주 한일관,127.0390474,37.49897159
,,,오전 6시 - 오후 9시,,"6,500원",,,,
,,,휴무일,,"전통 전주 비빔밥, 돌솥비빔밥",,,,
,,,매주 일요일,,"10,000원",,,,
,,,,,황태콩나물국밥,,,,
,,,,,"8,000원",,,,
경양식,서울특별시 강남구 역삼동 725번지 71호 지하2층,02 5633612,매일,서울특별시 강남구 언주로81길 57 (역삼동지하2층),아메리카노,11680,에이치,127.0390474,37.49897159
,,,오전 10시 - 오후 10시,,"3,500원",,,,
,,,,,파블로바,,,,
,,,,,"8,500원",,,,
경양식,서울특별시 강남구 역삼동 719번지 33호 지하1층,,매일,서울특별시 강남구 언주로85길 24 (역삼동지하1층),경상도찰보리빵,11680,에펠 오군단,127.0412551,37.50100716
,,,오전 9시 - 오후 10시 (연중무휴),,350원,,,,
,,,,,"단팥빵,소보루,크림빵,딸기잼빵",,,,
,,,,,700원,,,,
,,,,,롤케익,,,,
,,,,,"6,000원",,,,
경양식,서울특별시 강남구 역삼동 719번지 33호 지하1층,,매일,서울특별시 강남구 언주로85길 24 (역삼동지하1층),카페 카푸치노,11680,베토벤,127.0412551,37.50100716
,,,오전 11시 - 오후 10시,,"6,500원",,,,
,,,,,뉴욕치즈케잌,,,,
,,,,,"7,000원",,,,
,,,,,커피,,,,
,,,,,"6,000원",,,,
경양식,서울특별시 강남구 역삼동 719번지 33호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로85길 24 (역삼동지하1층),메뉴 정보가 없습니다.,11680,닉스(Nyx),127.0412551,37.50100716
경양식,서울특별시 강남구 역삼동 719번지 33호 지하1층,,매일,서울특별시 강남구 언주로85길 24 (역삼동지하1층),와사비크림새우,11680,비,127.0412551,37.50100716
,,,정오 12시 - 오전 2시 (연중무휴),,"11,000원",,,,
,,,,,가든샐러드,,,,
,,,,,"10,000원",,,,
,,,,,해산물 아키우동,,,,
,,,,,"14,000원",,,,
경양식,서울특별시 강남구 역삼동 719번지 27호 지상2층,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로85길 28 (역삼동지상2층),메뉴 정보가 없습니다.,11680,박가네닭한마리,127.0408734,37.50052002
경양식,서울특별시 강남구 역삼동 719번지 24호 역삼역센트럴푸르지오-B122,,"월-금,토",서울특별시 강남구 언주로85길 32 역삼역센트럴푸르지오 B122호 (역삼동),로스가스,11680,가츠홀릭,127.0407514,37.50092859
,,,오전 11시 - 오후 9시,,"8,500원",,,,
,,,휴무일,,브라운로스가스,,,,
,,,매주 일요일,,"9,000원",,,,
,,,,,치즈돈가스,,,,
,,,,,"11,000원",,,,
경양식,서울특별시 강남구 역삼동 719번지 24호 역삼역센트럴푸르지오,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로85길 32 역삼역센트럴푸르지오 지하1층 B109호 (역삼동),메뉴 정보가 없습니다.,11680,여왕의브런치,127.0407514,37.50092859
경양식,서울특별시 강남구 역삼동 719번지 20호,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로89길 21 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,카파쓰호텔,127.0411339,37.50152713
경양식,서울특별시 강남구 역삼동 706번지 11호 지상1층 101호,,월-금,서울특별시 강남구 언주로90길 6 (역삼동지상1층 101호),메뉴 정보가 없습니다.,11680,우리샤브,127.0437361,37.50220422
,,,오전 11시 - 오후 10시 (주말 휴무),,,,,,
경양식,서울특별시 강남구 역삼동 674번지 16호 지상2층,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로93길 16 (역삼동지상2층),메뉴 정보가 없습니다.,11680,보노,127.0406738,37.50379226
경양식,서울특별시 강남구 역삼동 673번지 39호,02 555 5067,영업시간 정보가 없습니다.,서울특별시 강남구 언주로93길 20 지상3층 (역삼동),메뉴 정보가 없습니다.,11680,바비(barbie),127.0403093,37.50360841
경양식,서울특별시 강남구 역삼동 677번지 5호 지하1층,,매일,서울특별시 강남구 언주로93길 21 (역삼동지하1층),에그타르트,11680,엠파이어,127.0403061,37.50333006
,,,오전 11시 - 오후 8시 (12월휴무 7일 24일 25일 쉽니다),,"1,900원",,,,
,,,,,감귤타르트(시즌상품),,,,
,,,,,"2,100원",,,,
,,,,,치즈타르트,,,,
,,,,,"2,300원",,,,
경양식,서울특별시 강남구 역삼동 677번지 5호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로93길 21 (역삼동지하1층),메뉴 정보가 없습니다.,11680,프론트,127.0403061,37.50333006
경양식,서울특별시 강남구 역삼동 673번지 29호 지하1층,,모듬초밥,서울특별시 강남구 언주로93길 22-5 (역삼동지하1층),메뉴 정보가 없습니다.,11680,수,127.0398216,37.50380814
,,,"10,000원",,,,,,
,,,"초밥 세트 ""수""",,,,,,
,,,"14,000원",,,,,,
,,,"초밥 세트 ""특 수""",,,,,,
,,,"17,000원",,,,,,
경양식,서울특별시 강남구 역삼동 673번지 26호 지하1층,02 5553668,영업시간 정보가 없습니다.,서울특별시 강남구 언주로93길 28-4 (역삼동지하1층),메뉴 정보가 없습니다.,11680,재원,127.0397478,37.50362533
경양식,서울특별시 강남구 역삼동 672번지 33호 2층,02 5640723,영업시간 정보가 없습니다.,서울특별시 강남구 언주로93길 32-6 (역삼동2층),메뉴 정보가 없습니다.,11680,카사아지오,127.0393411,37.50363952
경양식,서울특별시 강남구 역삼동 672번지 33호 이담,02 558 0799,영업시간 정보가 없습니다.,서울특별시 강남구 언주로93길 32-6 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,오투(O2),127.0393411,37.50363952
경양식,서울특별시 강남구 역삼동 672번지 32호,,월-금,서울특별시 강남구 언주로93길 32-8 지상1층 (역삼동),봉골레,11680,할스,127.039252,37.50376203
,,,오전 11시 - 자정 12시,,"18,000원",,,,
,,,토요일,,수제 햄버거,,,,
,,,오후 6시 - 자정 12시,,"10,000원",,,,
,,,,,쉬림프 알리오 에 올리오,,,,
,,,,,"1,600원",,,,
경양식,서울특별시 강남구 역삼동 700번지 26호 지하1층,,매일,서울특별시 강남구 언주로94길 11 (역삼동지하1층),매운맛 탕수육 (대),11680,정,127.043088,37.50447881
,,,오전 11시 - 오후 9시 (Last Order 20:00 / 첫째 셋째주 토요일 휴무),,"28,000원",,,,
,,,,,매운맛 탕수육 (중),,,,
,,,,,"21,000원",,,,
,,,,,전가복 (대),,,,
,,,,,"33,000원",,,,
경양식,서울특별시 강남구 역삼동 700번지 17호 지하1층,,매일,서울특별시 강남구 언주로94길 9 (역삼동지하1층),팔보채덮밥,11680,유(You),127.0429067,37.504513
,,,오전 11시 - 오후 9시 (쉬는시간 15:00-16:00 / 마지막 주문 20:00),,"12,000원",,,,
,,,,,유삼슬덮밥,,,,
,,,,,"12,000원",,,,
,,,,,짬뽕밥,,,,
,,,,,"8,000원",,,,
경양식,서울특별시 강남구 역삼동 700번지 17호,,매일,서울특별시 강남구 언주로94길 9 지상12층 (역삼동),Caprese Salad / 카프레제 샐러드,11680,코르바니(Corbany),127.0429067,37.504513
,,,오전 11시 - 오후 2시 (LUNCH),,"14,000원",,,,
,,,매일,,Truffle Gnocchi / 트러플 뇨끼,,,,
,,,오후 5시 30분 - 자정 12시 (DINNER),,"32,000원",,,,
,,,,,Meatball Spaghetti Alla Bolognese / 미트볼 볼로네이즈 스파게티,,,,
,,,,,"17,000원",,,,
경양식,서울특별시 강남구 역삼동 700번지 22호,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로94길 9-3 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,너와나,127.042906,37.50463918
경양식,서울특별시 강남구 역삼동 700번지 22호,,매일,서울특별시 강남구 언주로94길 9-3 지하1층 (역삼동),성인,11680,산들,127.042906,37.50463918
,,,오전 11시 30분 - 오후 9시 ( *오후 8시(20:00)까지 입장하셔야 식사가 가능하십니다.*),,"13,000원",,,,
,,,쉬는시간 매일,,초등학생,,,,
,,,오후 3시 - 오후 5시 30분 ( *오후 8시(20:00)까지 입장하셔야 식사가 가능하십니다.*),,"7,000원",,,,
,,,,,유아,,,,
,,,,,"4,000원",,,,
경양식,서울특별시 강남구 역삼동 664번지 18호,,월-금,서울특별시 강남구 언주로97길 26 1층 101호 (역삼동),얼큰 닭개장 국수,11680,사발커피(sabal),127.0392886,37.50505219
,,,오전 11시 30분 - 오후 9시 (연중무휴),,"14,000원",,,,
,,,토/일,,연어덮밥 + 미니국수,,,,
,,,오전 11시 30분 - 오후 8시,,"15,000원",,,,
,,,,,능이버섯닭곰탕,,,,
,,,,,"14,500원",,,,
경양식,서울특별시 강남구 역삼동 675번지 0호 썬힐빌딩지상2층,,매일,서울특별시 강남구 언주로97길 7 (역삼동썬힐빌딩지상2층),등심돈까스,11680,브라운 돈까스,127.0407305,37.50527188
,,,오전 11시 - 오후 9시,,"8,500원",,,,
,,,,,안심돈까스,,,,
,,,,,"9,000원",,,,
,,,,,정식돈까스,,,,
,,,,,"10,000원",,,,
경양식,서울특별시 강남구 역삼동 675번지 0호 썬힐빌딩지상2층,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로97길 7 (역삼동썬힐빌딩지상2층),메뉴 정보가 없습니다.,11680,치치롤키친,127.0407305,37.50527188
경양식,서울특별시 강남구 역삼동 675번지 0호 썬힐빌딩지상2층,,매일,서울특별시 강남구 언주로97길 7 (역삼동썬힐빌딩지상2층),스페셜정식,11680,제이돈까스,127.0407305,37.50527188
,,,오전 11시 - 오후 11시,,"12,000원",,,,
,,,,,왕새우까스,,,,
,,,,,"12,000원",,,,
,,,,,J정식,,,,
,,,,,"10,000원",,,,
경양식,서울특별시 강남구 역삼동 700번지 19호,02 5384998,월-금,서울특별시 강남구 언주로98길 14 (역삼동),돼지한판,11680,두툼한 생고기,127.0428164,37.50483155
,,,오전 11시 30분 - 자정 12시,,"39,000원",,,,
,,,일요일,,소한판,,,,
,,,오후 5시 - 오후 10시,,"49,000원",,,,
경양식,서울특별시 강남구 역삼동 700번지 19호,02 5384998,월-금,서울특별시 강남구 언주로98길 14 (역삼동),두레국수,11680,두레국수,127.0428164,37.50483155
,,,오전 11시 - 오후 9시,,"8,000원",,,,
,,,휴무일,,비빔국수,,,,
,,,매주 토요일,,"8,000원",,,,
,,,,,비빔밥,,,,
,,,,,"8,000원",,,,
경양식,서울특별시 강남구 역삼동 700번지 20호,02 556 0801,매일,서울특별시 강남구 언주로98길 16 1층 일부102호 (역삼동),크림커피,11680,어니스트커피(HONEST COFFEE),127.0429725,37.50485577
,,,오전 10시 - 오후 8시,,"4,500원",,,,
경양식,서울특별시 강남구 역삼동 700번지 23호 지상2층,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로98길 18 (역삼동지상2층),메뉴 정보가 없습니다.,11680,에끌라뜨(ECLAT),127.0431849,37.50482396
경양식,서울특별시 강남구 역삼동 700번지 23호 지상2층,,영업시간 정보가 없습니다.,서울특별시 강남구 언주로98길 18 (역삼동지상2층),메뉴 정보가 없습니다.,11680,몰트코크,127.0431849,37.50482396
경양식,서울특별시 강남구 역삼동 700번지 30호 지상2층-202,,매일,서울특별시 강남구 언주로98길 22 지상2층 202호 (역삼동),고기국수,11680,아랑졸,127.0436208,37.50476363
,,,오전 11시 30분 - 오후 11시,,"7,000원",,,,
,,,,,비빔국수,,,,
,,,,,"7,000원",,,,
,,,,,몸국,,,,
,,,,,"8,000원",,,,
경양식,서울특별시 강남구 역삼동 700번지 30호 지하1층,,참치회코스요리 봄,서울특별시 강남구 언주로98길 22 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,마리아치,127.0436208,37.50476363
,,,"45,000원",,,,,,
,,,참치회코스요리 여름,,,,,,
,,,"60,000원",,,,,,
,,,참치회코스요리 가을,,,,,,
,,,"80,000원",,,,,,
경양식,서울특별시 강남구 역삼동 704번지 6호 지상1층,02 5665628,매일,서울특별시 강남구 언주로98길 31 (역삼동지상1층),조식,11680,테라스,127.0442907,37.50484734
,,,정오 12시 - 오후 2시 30분 (점심),,"55,000원",,,,
,,,월-금,,주중 점심,,,,
,,,오전 6시 30분 - 오전 10시 (조식),,"95,000원",,,,
,,,,,주중 저녁,,,,
,,,,,"115,000원",,,,
경양식,서울특별시 강남구 역삼동 704번지 6호 지상1층,02 5665628,매일,서울특별시 강남구 언주로98길 31 (역삼동지상1층),갑오징어명란불고기,11680,네모오징어 선릉점,127.0442907,37.50484734
,,,오전 11시 - 오후 10시 (매주 일요일 휴무),,"35,000원",,,,
,,,,,갑오징어불고기,,,,
,,,,,"32,000원",,,,
,,,,,갑오징어해물로스,,,,
,,,,,"45,000원",,,,
경양식,서울특별시 강남구 역삼동 689번지 16호,02 558 7323,영업시간 정보가 없습니다.,서울특별시 강남구 언주로98길 5-3 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,제이,127.0422466,37.50526758
경양식,서울특별시 강남구 역삼동 664번지 22호 지상1층,0-3461-0072,영업시간 정보가 없습니다.,서울특별시 강남구 언주로99길 15 (역삼동지상1층),메뉴 정보가 없습니다.,11680,호정,127.0396498,37.50553691
경양식,서울특별시 강남구 역삼동 831번지 45호 에스케이허브젠 지상1층 111호,02 5555593,월-금,서울특별시 강남구 역삼로 109 (역삼동에스케이허브젠 지상1층 111호),오돌뼈주먹밥,11680,더블유,127.0309992,37.49368498
,,,오후 5시 - 오전 6시 (연중무휴),,"16,800원",,,,
,,,토/일,,샤브샤브어묵탕,,,,
,,,오후 4시 - 오전 7시 (연중무휴),,"17,800원",,,,
,,,,,통소세지계란말이,,,,
,,,,,"14,800원",,,,
경양식,서울특별시 강남구 역삼동 833번지,,"화,수,목,금",서울특별시 강남구 역삼로 118 12층 (역삼동),삼선짜장면,11680,제트엑스벤쳐스(주),127.0321787,37.49342935
,,,오전 11시 30분 - 오후 9시 30분,,"8,000원",,,,
,,,"쉬는시간 매주 화,수,목,금",,삼선짬뽕,,,,
,,,오후 3시 - 오후 5시,,"9,000원",,,,
,,,,,전가복,,,,
,,,,,"85,000원",,,,
경양식,서울특별시 강남구 역삼동 829번지 17호,,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로 127 지상1층2층 (역삼동),메뉴 정보가 없습니다.,11680,바나프레소 역삼초교사거리점,127.0336673,37.49430054
경양식,서울특별시 강남구 역삼동 834번지 6호,02 60710202,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로 130 지상1층 (역삼동),메뉴 정보가 없습니다.,11680,레알몬스터(Real Monster),127.0339585,37.4940877
경양식,서울특별시 강남구 역삼동 834번지 6호,,월-금,서울특별시 강남구 역삼로 130 지상1층 101호 (역삼동),돈까스,11680,계몽돈까스,127.0339585,37.4940877
,,,오전 9시 - 오후 9시,,"7,500원",,,,
,,,,,생선까스,,,,
,,,,,"7,500원",,,,
,,,,,왕돈까스,,,,
,,,,,"9,000원",,,,
경양식,서울특별시 강남구 역삼동 752번지 42호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로 133 (역삼동지하1층),메뉴 정보가 없습니다.,11680,홈피그,127.0341543,37.49443433
경양식,서울특별시 강남구 역삼동 752번지 42호 지하1층,,매일,서울특별시 강남구 역삼로 133 (역삼동지하1층),아구찜 (대),11680,바글바글마산아구찜,127.0341543,37.49443433
,,,오전 11시 - 오후 11시,,"55,000원",,,,
,,,,,해물찜 (대),,,,
,,,,,"60,000원",,,,
,,,,,아구찜 (중),,,,
,,,,,"45,000원",,,,
경양식,서울특별시 강남구 역삼동 789번지 2호,,장인피자L,서울특별시 강남구 역삼로 148 1층 (역삼동),메뉴 정보가 없습니다.,11680,피자알볼로&목동버거 역삼직영점,127.0355862,37.49451775
,,,"31,000원",,,,,,
,,,달인피자L,,,,,,
,,,"28,000원",,,,,,
,,,명품피자L,,,,,,
,,,"25,000원",,,,,,
경양식,서울특별시 강남구 역삼동 790번지 (101호),,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로 166 (역삼동(101호)),메뉴 정보가 없습니다.,11680,인사이드790,127.0372445,37.49505156
경양식,서울특별시 강남구 역삼동 734번지 22호 지상1층,,매일,서울특별시 강남구 역삼로 209 지상1층 (역삼동),칵테일 (변동),11680,버틀러커피,127.0400833,37.49641685
,,,오후 7시 - 오전 3시 (일요일휴무),,18000~24000,,,,
,,,,,커피,,,,
,,,,,"9,000원",,,,
,,,,,티라미수,,,,
,,,,,"24,000원",,,,
경양식,서울특별시 강남구 역삼동 770번지 0호 지상1층,02 5683370,매일,서울특별시 강남구 역삼로 214 (역삼동지상1층),앙버터,11680,아띠,127.0387549,37.52674018
,,,오전 8시 - 오후 11시,,"4,500원",,,,
,,,,,마블초코,,,,
,,,,,"3,000원",,,,
,,,,,치즈 다망드,,,,
,,,,,"3,000원",,,,
경양식,서울특별시 강남구 역삼동 733번지 23호 지상1층,02 5654142,"월,화,목,금,토/일",서울특별시 강남구 역삼로 223 (역삼동지상1층),제주 딱새우,11680,웰빙엔터프라이즈(주)씨푸드닻,127.0411616,37.4971095
,,,오후 6시 - 오전 1시 (Last Order 00:00),,"35,000원",,,,
,,,휴무일,,제주 뿔소라,,,,
,,,매주 수요일 (노키즈존 입니다),,"20,000원",,,,
,,,,,생연어,,,,
,,,,,"19,000원",,,,
경양식,서울특별시 강남구 역삼동 771번지 7호,02 5667093,모듬초밥,서울특별시 강남구 역삼로 246 (역삼동),메뉴 정보가 없습니다.,11680,수,127.0398216,37.50380814
,,,"10,000원",,,,,,
,,,"초밥 세트 ""수""",,,,,,
,,,"14,000원",,,,,,
,,,"초밥 세트 ""특 수""",,,,,,
,,,"17,000원",,,,,,
경양식,서울특별시 강남구 역삼동 731번지 0호 CHB전산센터신관지하1층,02 538 7479,"월-금,토",서울특별시 강남구 역삼로 251 (역삼동CHB전산센터신관지하1층),Gamberetti e Capesante,11680,비노,127.044023,37.49863144
,,,오전 11시 30분 - 오후 10시,,"29,000원",,,,
,,,"월-금,토",,Wet Aged Striploin Steak(100g),,,,
,,,오후 3시 - 오후 5시 30분 (Break time),,"29,000원",,,,
,,,,,고르곤졸라피자,,,,
,,,,,"20,000원",,,,
경양식,서울특별시 강남구 역삼동 755번지,02 26527001,매일,서울특별시 강남구 역삼로 310 지상2층 33-15호 (역삼동 한솔필리아),황소곱창,11680,어린왕자 강남점,127.0484209,37.49923538
,,,오후 4시 - 오전 1시,,"23,000원",,,,
,,,,,모둠구이,,,,
,,,,,"20,000원",,,,
,,,,,대창구이,,,,
,,,,,"20,000원",,,,
경양식,서울특별시 강남구 대치동 907번지 12호,,매일,서울특별시 강남구 역삼로 409 지상1층 108호 (대치동),GOD 보울,11680,갓잇(GOD EAT),127.0517906,37.50105094
,,,오전 11시 - 오후 10시,,"15,000원",,,,
,,,월-금,,GOD 파히타,,,,
,,,"오후 3시 - 오후 4시 10분 (브레이크타임, 휴일은 제외)",,"20,000원",,,,
,,,,,타코 (치킨/포크/쉬림프) 1pc,,,,
,,,,,"4,500원",,,,
경양식,서울특별시 강남구 대치동 906번지 22호 203호,,매일,서울특별시 강남구 역삼로 419 (대치동203호),성인 주중 점심,11680,포시즌,127.0528625,37.50142122
,,,오전 7시 - 오전 10시 (조식),,"100,000원",,,,
,,,매일,,성인 주중 저녁,,,,
,,,정오 12시 - 오후 3시 (점심),,"115,000원",,,,
,,,,,성인 주말/공휴일,,,,
,,,,,"115,000원",,,,
경양식,서울특별시 강남구 대치동 905번지 30호,0-2534-2400,매일,서울특별시 강남구 역삼로 437 1층 (대치동),폴 인 스테이크 R,11680,빨간모자 피자 대치점,127.0547563,37.5019737
,,,오전 11시 - 오후 10시 (명절 휴무),,"24,800원",,,,
,,,,,마르게리따 R,,,,
,,,,,"19,800원",,,,
,,,,,칠리 쉬림프 R,,,,
,,,,,"24,800원",,,,
경양식,서울특별시 강남구 대치동 911번지 13호,,매일,서울특별시 강남구 역삼로 452 지상1층 103호 (대치동),원조우도땅콩아이스크림,11680,지미스 타코(Jimmy's Tacos),,
,,,오전 8시 - 오후 5시 30분,,"5,000원",,,,
,,,,,한라봉.천혜향아이스크림,,,,
,,,,,"5,000원",,,,
,,,,,우도땅콩크림라떼,,,,
,,,,,"7,000원",,,,
경양식,서울특별시 강남구 대치동 903번지 4호,02 5388610,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로 455 (대치동),메뉴 정보가 없습니다.,11680,펠리체,127.05697,37.50274367
경양식,서울특별시 강남구 대치동 912번지 21호,,매일,서울특별시 강남구 역삼로 468 지상1층 03호 (대치동),메뉴 정보가 없습니다.,11680,생생돈까스 대치점,127.0584143,37.50279523
,,,오전 11시 - 오전 2시,,,,,,
경양식,서울특별시 강남구 대치동 952번지 2호,,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로 555 지하1층 B101-1A호 (대치동 대치동더블유타워),메뉴 정보가 없습니다.,11680,스피니치(SPINACH),127.0633796,37.50499155
경양식,서울특별시 강남구 대치동 1005번지 8호 지상12층,,매일,서울특별시 강남구 역삼로 601 (대치동지상12층),서구맛빵 3묶음,11680,쇼콜라홀딩스(주),127.0655833,37.50556194
,,,오전 7시 - 자정 12시 (연중무휴),,"2,000원",,,,
,,,,,아미치 피자,,,,
,,,,,"22,000원",,,,
,,,,,고구마도넛,,,,
,,,,,"1,000원",,,,
경양식,서울특별시 강남구 대치동 1005번지 8호,,매일,서울특별시 강남구 역삼로 601 지하1층 (대치동),카스,11680,모스,127.0655833,37.50556194
,,,오후 6시 - 오전 2시,,"5,000원",,,,
,,,,,드라이피니시,,,,
,,,,,"5,000원",,,,
,,,,,칵테일류,,,,
,,,,,"7,000원",,,,
경양식,서울특별시 강남구 대치동 1004번지 1호,,매일,서울특별시 강남구 역삼로 607 1층 (대치동),조식 성인,11680,그랜드힐 컨벤션,127.0668479,37.50624936
,,,정오 12시 - 오후 2시 30분 (점심(월~토)),,"29,000원",,,,
,,,매일,,중식 성인,,,,
,,,오후 6시 - 오후 9시 30분 (저녁),,"80,000원",,,,
,,,,,석식 성인,,,,
,,,,,"85,000원",,,,
경양식,서울특별시 강남구 대치동 1004번지 1호,,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로 607 지상2층 (대치동),메뉴 정보가 없습니다.,11680,그랜드힐컨벤션,127.0668479,37.50624936
경양식,서울특별시 강남구 대치동 1004번지 1호,,매일,서울특별시 강남구 역삼로 607 지상3층 (대치동),조식 성인,11680,그랜드힐 컨벤션,127.0668479,37.50624936
,,,정오 12시 - 오후 2시 30분 (점심(월~토)),,"29,000원",,,,
,,,매일,,중식 성인,,,,
,,,오후 6시 - 오후 9시 30분 (저녁),,"80,000원",,,,
,,,,,석식 성인,,,,
,,,,,"85,000원",,,,
경양식,서울특별시 강남구 역삼동 834번지 101호,,매일,서울특별시 강남구 역삼로14길 10 (역삼동),제주삼겹살,11680,깜보,127.0353168,37.49395668
,,,오후 5시 - 오전 1시,,"12,000원",,,,
,,,,,소막창,,,,
,,,,,"12,000원",,,,
,,,,,청국장,,,,
,,,,,"5,000원",,,,
경양식,서울특별시 강남구 역삼동 834번지 101호,,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로14길 10 (역삼동),메뉴 정보가 없습니다.,11680,고담정 역삼점,127.0353168,37.49395668
경양식,서울특별시 강남구 역삼동 834번지 101호,,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로14길 10 (역삼동),메뉴 정보가 없습니다.,11680,우중지곰탕,127.0353168,37.49395668
경양식,서울특별시 강남구 역삼동 834번지 101호,,영업시간 정보가 없습니다.,서울특별시 강남구 역삼로14길 10 (역삼동),메뉴 정보가 없습니다.,11680,세석정,127.0353168,37.49395668
경양식,서울특별시 강남구 역삼동 834번지 64호 우림빌딩 지상1층,02 556 0522,매일,서울특별시 강남구 역삼로14길 20 지상1층 (역삼동 우림빌딩),관자 새우 에피타이저,11680,로드빌,127.0356403,37.49321208
,,,오전 11시 - 오후 10시,,"18,000원",,,,
,,,쉬는시간 매일,,라자냐,,,,
,,,오후 3시 - 오후 5시,,"19,000원",,,,
,,,,,한우 직화구이 리조또,,,,
,,,,,"22,000원",,,,
경양식,서울특별시 강남구 역삼동 748번지 30호,02 34563080,매일,서울특별시 강남구 역삼로19길 3 지하1층 (역삼동),레드락 생맥주,11680,퍼플피플라운지(Purple people lounge)(PPL),127.036696,37.49547305
,,,오후 7시 - 오전 5시 (연중무휴),,"5,000원",,,,
,,,,,테킬라 5샷,,,,
,,,,,"10,000원",,,,
,,,,,진토닉,,,,
,,,,,"9,000원",,,,
경양식,서울특별시 강남구 역삼동 831번지 32호 지상1층,,월요일,서울특별시 강남구 역삼로1길 18 (역삼동지상1층),육회,11680,서초동연가,127.0306318,37.49443391
,,,오후 2시 - 오전 5시,,"26,000원",,,,
,,,화-목,,박살사시미+육회,,,,
,,,오후 2시 - 오전 5시,,"38,000원",,,,
,,,,,대리석사시미+육회,,,,
,,,,,"45,000원",,,,
경양식,서울특별시 강남구 역삼동 789번지 16호 지하1층,02 501 7807,매일,서울특별시 강남구 역삼로20길 10 (역삼동지하1층),평일점심A,11680,마실,127.0374133,37.49461722
