업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명
,,,오전 11시 - 오후 9시 30분,,"6,000원",,
,,,,,비빔냉면,,
,,,,,"6,000원",,
,,,,,명태회냉면,,
,,,,,"8,000원",,
커피숍,서울특별시 강남구 율현동 232번지 4호 세곡프라자,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 밤고개로21길 8 세곡프라자 지상1층 108호 (율현동),메뉴 정보가 없습니다.,11680,토프레소
커피숍,서울특별시 강남구 율현동 194번지 7호,010*******,월-금,서울특별시 강남구 밤고개로23길 10-5 나동 1층 (율현동),Whole bacon salad,11680,MOON 문
,,,정오 12시 - 오후 10시 30분 (브레이크타임 없음),,"11,000원",,
,,,월-금,,Caesar Salad,,
,,,오후 9시 - 자정 12시 (Last order),,"11,000원",,
,,,,,Salmon Salad,,
,,,,,"15,000원",,
커피숍,서울특별시 강남구 율현동 196번지 33호,010*******,"수-금,토/일",서울특별시 강남구 밤고개로23길 16 지하1층 (율현동),바게트,11680,그라운드 오리진
,,,오전 11시 - 오후 8시,,"3,000원",,
,,,휴무일,,,,
,,,"매주 월,화",,,,
커피숍,서울특별시 강남구 율현동 308번지 12호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 밤고개로24길 64 지하1층 B102호 (율현동),메뉴 정보가 없습니다.,11680,다쿠아랑
커피숍,서울특별시 강남구 율현동 336번지,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 밤고개로26길 50 1층 103호 (율현동 강남 한신휴플러스 6단지),메뉴 정보가 없습니다.,11680,사이마켓
커피숍,서울특별시 강남구 세곡동 96번지 1호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 밤고개로31길 9 지상1층 16호 (세곡동),메뉴 정보가 없습니다.,11680,카페 L
커피숍,서울특별시 강남구 세곡동 124번지 2호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 밤고개로34길 4 지상1층 내제2호 (세곡동),메뉴 정보가 없습니다.,11680,쎄잠(sesame)
커피숍,서울특별시 강남구 역삼동 601번지,02 569 9061,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 108 1층 (역삼동 글라스톤타워),메뉴 정보가 없습니다.,11680,(주)커피빈코리아 신논현역점
커피숍,서울특별시 강남구 논현동 203번지 1호 거평타운 1층-104,010*******,월-금,서울특별시 강남구 봉은사로 129 1층 104호 (논현동 거평타운),아메리카노,11680,커피주네 (JUNE)
,,,오전 7시 - 오후 7시,,"2,800원",,
,,,토/일,,,,
,,,오전 10시 - 오후 6시,,,,
커피숍,서울특별시 강남구 논현동 203번지 1호,02 549 2579,매일,서울특별시 강남구 봉은사로 129 지상1층 1호 (논현동 거평타운오피스텔),황소곱창,11680,강남면세점 커피
,,,오후 4시 - 오전 1시,,"23,000원",,
,,,,,모둠구이,,
,,,,,"20,000원",,
,,,,,대창구이,,
,,,,,"20,000원",,
커피숍,서울특별시 강남구 논현동 205번지 5호,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 151 2층 (논현동),메뉴 정보가 없습니다.,11680,씨앤티도시
커피숍,서울특별시 강남구 역삼동 650번지 2호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 206 지상1층 (역삼동),메뉴 정보가 없습니다.,11680,써브웨이 언주역점
커피숍,서울특별시 강남구 논현동 234번지 25호 케이제이 타워,02 34681600,월-금,서울특별시 강남구 봉은사로 207 1층 (논현동 KJ 타워),아메리카노 S,11680,(주)커피빈코리아 차병원사거리점
,,,오전 11시 - 오후 9시 (금 11:00~22:00),,"4,800원",,
,,,토/일,,카페라떼 S,,
,,,오전 10시 - 오후 10시,,"5,300원",,
,,,,,헤이즐넛 아메리카노 S,,
,,,,,"5,300원",,
커피숍,서울특별시 강남구 논현동 235번지 13호 KTS빌딩,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 215 KTS빌딩 지하1층 (논현동),메뉴 정보가 없습니다.,11680,레퓨지
커피숍,서울특별시 강남구 역삼동 651번지 5호 KH타워,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 218 KH타워 지상123층 (역삼동),메뉴 정보가 없습니다.,11680,하우스플랜트2호점
커피숍,서울특별시 강남구 역삼동 651번지 5호 KH타워,010*******,"월,화,수,금",서울특별시 강남구 봉은사로 218 KH타워 지상123층 (역삼동),아메리카노,11680,주식회사 카페시그니처
,,,오전 10시 30분 - 자정 12시,,"3,500원",,
,,,토/일,,카페라떼,,
,,,오전 11시 30분 - 자정 12시,,"3,800원",,
,,,,,아인슈페너,,
,,,,,"4,300원",,
커피숍,서울특별시 강남구 역삼동 653번지 2호,02 34802667,"화,수,목,금",서울특별시 강남구 봉은사로 236 해안신관 지하2층 (역삼동),삼선짜장면,11680,씨제이프레시웨이(주)
,,,오전 11시 30분 - 오후 9시 30분,,"8,000원",,
,,,"쉬는시간 매주 화,수,목,금",,삼선짬뽕,,
,,,오후 3시 - 오후 5시,,"9,000원",,
,,,,,전가복,,
,,,,,"85,000원",,
커피숍,서울특별시 강남구 역삼동 682번지,02 565 0050,월-금,서울특별시 강남구 봉은사로 326 지상1층 (역삼동 남전빌딩),아메리카노,11680,이디야 선정릉역점
,,,오전 7시 30분 - 오후 10시,,"2,800원",,
,,,토/일,,,,
,,,오전 9시 - 오후 10시,,,,
커피숍,서울특별시 강남구 논현동 278번지 19호 궁도빌딩,010*******,월-금,서울특별시 강남구 봉은사로 327 궁도빌딩 지상1층 (논현동),바닐라크림비엔나,11680,오흐네(Orner)
,,,오전 8시 - 오후 10시,,"5,500원",,
,,,토요일,,바닐라라떼,,
,,,정오 12시 - 오후 10시,,"5,000원",,
,,,,,바닐라플롯,,
,,,,,"6,000원",,
커피숍,서울특별시 강남구 역삼동 682번지 7호 창일빌딩,,매일,서울특별시 강남구 봉은사로 328 창일빌딩 지상1층 (역삼동),도지마롤,11680,카페 드 몽슈슈
,,,오전 11시 - 오후 10시,,"21,500원",,
,,,,,해피파우치,,
,,,,,"4,500원",,
,,,,,이치고롤,,
,,,,,"25,000원",,
커피숍,서울특별시 강남구 논현동 278번지 22호 SH타워,02 20583028,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 331 SH타워 지상1지하1층 (논현동),메뉴 정보가 없습니다.,11680,(주)커피빈코리아 선정릉역점
커피숍,서울특별시 강남구 삼성동 37번지 17호,230151178,"월,화",서울특별시 강남구 봉은사로 407 12층 (삼성동),블론드 서머 라떼,11680,스타벅스커피 선정릉역점
,,,오전 7시 30분 - 오후 9시,,"5,900원",,
,,,수-금,,스위티 자몽&라임 블렌디드,,
,,,오전 7시 30분 - 오후 9시,,"6,300원",,
,,,,,스위트 멜론 블렌디드,,
,,,,,"6,300원",,
커피숍,서울특별시 강남구 삼성동 38번지 29호,010*******,월-금,서울특별시 강남구 봉은사로 417 지상1층 (삼성동),어센틱 아메리카노,11680,해머스미스커피 삼성점
,,,오전 8시 - 오후 10시,,"2,500원",,
,,,토/일,,어센틱 카페라떼,,
,,,정오 12시 - 오후 8시,,"3,500원",,
커피숍,서울특별시 강남구 삼성동 113번지 조양빌딩,010*******,"월-금,토",서울특별시 강남구 봉은사로 418 조양빌딩 지상1층 (삼성동),레몬 케이크,11680,딜라이트 카페(Delight cafe)
,,,오전 8시 - 오후 10시,,"4,100원",,
,,,일요일,,미니 물랑루즈,,
,,,오전 8시 - 오후 8시,,"8,100원",,
,,,,,물랑루즈,,
,,,,,"30,000원",,
커피숍,서울특별시 강남구 삼성동 114번지 8호,010*******,월-금,서울특별시 강남구 봉은사로 442 1층 (삼성동),아메리카노,11680,이디야커피 삼성중앙점
,,,오전 8시 - 오전 11시,,"2,800원",,
,,,토/일,,,,
,,,오전 9시 - 오전 10시,,,,
커피숍,서울특별시 강남구 삼성동 114번지 9호 슈피겐HQ A동,02 30151180,월-금,서울특별시 강남구 봉은사로 446 슈피겐HQ A동 지상1층 (삼성동),블론드 서머 라떼,11680,스타벅스 봉은사로 선정릉점
,,,오전 7시 - 오후 10시,,"5,900원",,
,,,토/일,,스위티 자몽&라임 블렌디드,,
,,,오전 8시 - 오후 8시,,"6,300원",,
,,,,,스위트 멜론 블렌디드,,
,,,,,"6,300원",,
커피숍,서울특별시 강남구 삼성동 44번지 17호,02 69188205,월-금,서울특별시 강남구 봉은사로 449 지상1층 (삼성동),Americano,11680,하타가야 삼성점
,,,오전 8시 - 오후 8시 30분 (last order 20:00),,"4,500원",,
,,,토/일,,Cafe Latte,,
,,,오전 11시 - 오후 7시 (last order 18:30),,"5,000원",,
,,,,,Cappuccino,,
,,,,,"5,000원",,
커피숍,서울특별시 강남구 삼성동 114번지 13호,02 564 2514,매일,서울특별시 강남구 봉은사로 452 지하1층 (삼성동),한라봉양갱,11680,와이샐러드카페(Y salad cafe)
,,,오전 10시 - 오후 6시,,"6,000원",,
,,,,,한라봉푸딩젤,,
,,,,,"6,000원",,
,,,,,한라봉차,,
,,,,,"6,000원",,
커피숍,서울특별시 강남구 삼성동 45번지 9호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 461 지상1층 101호 (삼성동),메뉴 정보가 없습니다.,11680,디칼라주얼리카페
커피숍,서울특별시 강남구 삼성동 49번지 12호,234876666,매일,서울특별시 강남구 봉은사로 469 지하1층 (삼성동 에스-타워),아메리카노,11680,투썸플레이스
,,,오전 8시 - 오후 11시,,"4,100원",,
,,,,,롱블랙,,
,,,,,"4,100원",,
,,,,,숏라떼,,
,,,,,"4,600원",,
커피숍,서울특별시 강남구 삼성동 117번지 쌍용 플래티넘,010*******,월-금,서울특별시 강남구 봉은사로 474 지상1층 제107호 (삼성동 쌍용 플래티넘),쩐주나이차,11680,베브릿지 삼성중앙역점
,,,오전 8시 - 오후 9시 30분,,"4,000원",,
,,,토/일,,누텔라쉐이크,,
,,,오전 11시 - 오후 9시 30분,,"5,200원",,
,,,,,아메리카노,,
커피숍,서울특별시 강남구 삼성동 119번지,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 478 1층 102호 (삼성동),메뉴 정보가 없습니다.,11680,쥬씨 삼성중앙역점
커피숍,서울특별시 강남구 삼성동 51번지 2호,,매일,서울특별시 강남구 봉은사로 479 11층 (삼성동),에스프레소/아메리카노,11680,젊다방
,,,정오 12시 - 자정 12시 (연중무휴),,"4,500원",,
,,,,,아인슈페너(톰버),,
,,,,,"6,000원",,
,,,,,코코넛밀크스무디커피(코스커),,
,,,,,"7,000원",,
커피숍,서울특별시 강남구 삼성동 51번지 2호,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 479 11층 (삼성동),메뉴 정보가 없습니다.,11680,이씨엠디 위드이노베이션
커피숍,서울특별시 강남구 삼성동 75번지 6호,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 509 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,말리카(Mallika)
커피숍,서울특별시 강남구 삼성동 77번지 15호 지상123층,02 34120781,매일,서울특별시 강남구 봉은사로 543 지상123층 (삼성동 두에빌딩),꼰대라떼,11680,탐앤탐스 탐스커버리 아셈타워점
,,,오전 9시 - 오후 11시,,"4,500원",,
,,,,,곡성멜론스무디,,
,,,,,"6,500원",,
,,,,,옥수수 빙수,,
,,,,,"13,000원",,
커피숍,서울특별시 강남구 삼성동 108번지 6호 JBK TOWER 빌딩,010*******,월-수,서울특별시 강남구 봉은사로 619 JBK TOWER 빌딩 (삼성동),블론드 서머 라떼,11680,스타벅스 봉은사역점
,,,오전 7시 - 오후 10시,,"5,900원",,
,,,"목,금",,스위티 자몽&라임 블렌디드,,
,,,오전 7시 - 오후 10시,,"6,300원",,
,,,,,스위트 멜론 블렌디드,,
,,,,,"6,300원",,
커피숍,서울특별시 강남구 역삼동 800번지 신논현역,02 421 8841,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 지하 102 신논현역 지하2층 78호 (역삼동),메뉴 정보가 없습니다.,11680,에스엠에이치홀딩스 에잇비돌체 신논현역점
커피숍,서울특별시 강남구 역삼동 800번지 지하2층,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로 지하 102 지하2층 (역삼동),메뉴 정보가 없습니다.,11680,코코버블티 신논현점
커피숍,서울특별시 강남구 삼성동 108번지 12호,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로103길 6 지상1층 2호 (삼성동),메뉴 정보가 없습니다.,11680,삼성동커피
커피숍,서울특별시 강남구 삼성동 165번지 15호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로112길 28 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,리틀우
커피숍,서울특별시 강남구 삼성동 171번지 1호,220518600,매일,서울특별시 강남구 봉은사로114길 43 4층 (삼성동),에스프레소/아메리카노/더치커피,11680,서울시립청소년드림센터(꿈꾸는 드림카페)
,,,오전 10시 - 오후 10시 (연중무휴),,"7,000원",,
,,,일요일,,카푸치노/카페라떼/카페모카/더치라떼,,
,,,오전 11시 - 오후 10시 (연중무휴),,"8,000원",,
,,,,,초코라떼/과일주스,,
,,,,,"8,000원",,
커피숍,서울특별시 강남구 역삼동 615번지 33호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로16길 32 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,마코커피
커피숍,서울특별시 강남구 역삼동 614번지 23호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로18길 14 1층 (역삼동),메뉴 정보가 없습니다.,11680,카페시리우스
커피숍,서울특별시 강남구 역삼동 618번지 14호,070 80956963,Black,서울특별시 강남구 봉은사로18길 60 지상1층 (역삼동),메뉴 정보가 없습니다.,11680,나우언더스탠딩(NOW UNDERSTANDING)
,,,"4,500원",,,,
,,,White,,,,
,,,"4,500원",,,,
,,,Filter,,,,
,,,"4,500원",,,,
커피숍,서울특별시 강남구 역삼동 620번지 BM빌딩,010*******,매일,서울특별시 강남구 봉은사로18길 85 BM빌딩 지상2층 (역삼동),콩나물비빔밥,11680,고릴라 스페이스
,,,오전 9시 30분 - 오후 10시 (일요일 영업 유동적),,"4,500원",,
,,,,,참치김치덮밥,,
,,,,,"4,500원",,
,,,,,오므라이스,,
,,,,,"5,000원",,
커피숍,서울특별시 강남구 논현동 201번지 14호,,"월-금,토",서울특별시 강남구 봉은사로1길 4 지상2층 (논현동),롱블랙,11680,올리버브라운카페 신논현점
,,,오전 9시 - 오후 9시,,"4,000원",,
,,,휴무일,,카페라떼,,
,,,매주 일요일,,"4,500원",,
,,,,,프렌치토스트,,
,,,,,"8,500원",,
커피숍,서울특별시 강남구 역삼동 626번지 28호,010*******,월-금,서울특별시 강남구 봉은사로20길 48 지상1층 (역삼동),아메리카노,11680,PLE(플)
,,,오전 8시 - 오후 10시,,"2,500원",,
,,,토요일,,카페라떼,,
,,,오전 11시 - 오후 6시,,"3,500원",,
,,,,,스콘,,
,,,,,"2,500원",,
커피숍,서울특별시 강남구 역삼동 626번지 30호 무한빌딩1층,25619775,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로20길 54 1층 (역삼동 무한빌딩),메뉴 정보가 없습니다.,11680,메홀라카페
커피숍,서울특별시 강남구 역삼동 626번지 30호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로20길 54 2층 16호 (역삼동),메뉴 정보가 없습니다.,11680,최프로
커피숍,서울특별시 강남구 역삼동 631번지 15호,,월-금,서울특별시 강남구 봉은사로24길 73 지상1층 (역삼동),아메리카노,11680,두평반
,,,오전 10시 - 오후 8시 (명절 휴무),,"3,000원",,
,,,휴무일,,자몽에이드,,
,,,매주 토/일,,"4,000원",,
커피숍,서울특별시 강남구 논현동 190번지 11호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로25길 23 지상1층 (논현동),메뉴 정보가 없습니다.,11680,레보Revo
커피숍,서울특별시 강남구 논현동 191번지 0호 -101,,월-금,서울특별시 강남구 봉은사로25길 28 101호 (논현동),아메리카노,11680,카페 보니또
,,,오전 8시 30분 - 오후 11시 30분 (Last Order 23:20),,"4,200원",,
,,,토/일,,카페라떼,,
,,,오전 9시 - 오후 11시 30분 (Last Order 23:20),,"4,500원",,
,,,,,드립커피,,
,,,,,0원,,
커피숍,서울특별시 강남구 역삼동 609번지 9호,,월-금,서울특별시 강남구 봉은사로26길 20 지상1층 (역삼동),FLATWHITE,11680,카페달토끼
,,,오전 10시 - 오후 8시 (연중무휴),,"5,000원",,
,,,,,CRE-AU-LAIT,,
,,,,,"6,000원",,
,,,,,FRUTEA,,
,,,,,"7,000원",,
커피숍,서울특별시 강남구 역삼동 608번지 12호,010*******,화-목,서울특별시 강남구 봉은사로26길 26 1층 5호 (역삼동),아메리카노,11680,니드카페(역삼점)
,,,오후 1시 - 오후 10시,,"4,300원",,
,,,"금,토",,,,
,,,오후 1시 - 오후 10시,,,,
커피숍,서울특별시 강남구 역삼동 608번지 22호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로26길 36 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,에브리카롱
커피숍,서울특별시 강남구 역삼동 813번지 4호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로2길 31 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,디톡스마켓
커피숍,서울특별시 강남구 역삼동 813번지 8호 소현빌딩,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로2길 35 지상1층 (역삼동),메뉴 정보가 없습니다.,11680,춘풍슈가
커피숍,서울특별시 강남구 역삼동 813번지 16호,010*******,월-금,서울특별시 강남구 봉은사로2길 37 5층 (역삼동),감바스와 요리,11680,반지카페8그램(GRAM)
,,,오전 11시 30분 - 자정 12시 (브레이크 15:00-17:00),,"22,000원",,
,,,"목,금",,파스타와 덮밥류,,
,,,오전 11시 30분 - 오전 1시 (브레이크 15:00-17:00),,13000~18000,,
,,,,,샐러드와 피자,,
,,,,,10000~24000,,
커피숍,서울특별시 강남구 역삼동 813번지 17호,02 30151228,"월,화",서울특별시 강남구 봉은사로2길 39 지상123층 (역삼동),블론드 서머 라떼,11680,스타벅스 강남오거리점
,,,오전 7시 - 오후 9시,,"5,900원",,
,,,수-금,,스위티 자몽&라임 블렌디드,,
,,,오전 7시 - 오후 9시,,"6,300원",,
,,,,,스위트 멜론 블렌디드,,
,,,,,"6,300원",,
커피숍,서울특별시 강남구 역삼동 658번지 역삼동658빌딩,010*******,매일,서울특별시 강남구 봉은사로30길 11 지상1층 102호 (역삼동 역삼동658빌딩),아메리카노 (HOT),11680,커피넘버7
,,,오전 9시 - 오후 9시,,"2,500원",,
,,,,,카페라떼 (HOT),,
,,,,,"3,300원",,
,,,,,카푸치노 (HOT),,
,,,,,"3,300원",,
커피숍,서울특별시 강남구 역삼동 669번지 9호,25684942,월-금,서울특별시 강남구 봉은사로30길 73 1층 (역삼동),앗메리카노(ICE),11680,빽다방 역삼GS점
,,,오전 8시 - 오후 8시 30분 (명절당일 휴무),,"2,000원",,
,,,토/일,,원조커피(ICE),,
,,,오전 11시 30분 - 오후 8시 30분,,"2,500원",,
,,,,,청포도플라워,,
,,,,,"3,500원",,
커피숍,서울특별시 강남구 논현동 272번지 26호 우림빌딩,02 511 1920,월-금,서울특별시 강남구 봉은사로43길 18 우림빌딩 지상1층 (논현동),아메리카노,11680,카페 첼리스타
,,,오전 8시 - 오후 9시,,"4,000원",,
,,,공휴일,,카페라떼,,
,,,정오 12시 - 오후 6시,,"4,500원",,
,,,,,카푸치노,,
,,,,,"4,500원",,
커피숍,서울특별시 강남구 역삼동 681번지 1호,7044359597,매일,서울특별시 강남구 봉은사로44길 1 2층 (역삼동),에스프레소/아메리카노,11680,정성다방
,,,정오 12시 - 자정 12시 (연중무휴),,"4,500원",,
,,,,,아인슈페너(톰버),,
,,,,,"6,000원",,
,,,,,코코넛밀크스무디커피(코스커),,
,,,,,"7,000원",,
커피숍,서울특별시 강남구 역삼동 810번지 14호,7049049082,매일,서울특별시 강남구 봉은사로4길 20 지상2층 (역삼동 라파엘빌딩),에스프레소,11680,아우어커피 강남점
,,,정오 12시 - 오후 10시,,"3,500원",,
,,,,,아메리카노,,
,,,,,"4,300원",,
,,,,,플랫화이트,,
,,,,,"4,800원",,
커피숍,서울특별시 강남구 역삼동 813번지 3호,010*******,매일,서울특별시 강남구 봉은사로4길 32 지상4층 (역삼동),아메리카노,11680,피치그레이(Peach_Gray)
,,,오전 11시 - 오후 9시 (연중무휴(인스타그램 peach_gray을 확인)),,"4,500원",,
,,,,,라떼,,
,,,,,"5,000원",,
,,,,,바닐라라떼,,
,,,,,"5,500원",,
커피숍,서울특별시 강남구 논현동 278번지 16호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로51길 5 지하1층 (논현동),메뉴 정보가 없습니다.,11680,카페 이타
커피숍,서울특별시 강남구 논현동 278번지 16호 지하1층,,매일,서울특별시 강남구 봉은사로51길 5 지하1층 (논현동),아보카도M,11680,쥬스스타
,,,오전 10시 - 오후 10시 30분,,"2,500원",,
,,,,,아메리카노M,,
,,,,,"1,500원",,
,,,,,딸기바나나,,
,,,,,"2,000원",,
커피숍,서울특별시 강남구 삼성동 39번지 30호 이호하우스,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로59길 13 이호하우스 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,카페밀트
커피숍,서울특별시 강남구 삼성동 39번지 31호,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로59길 15 지상1층 102호 (삼성동),메뉴 정보가 없습니다.,11680,오시오(OSIO)
커피숍,서울특별시 강남구 삼성동 39번지 31호,,매일,서울특별시 강남구 봉은사로59길 15 지상1층 102호 (삼성동),"성인 아침 (평일, 주말)",11680,제스트(ZEST)
,,,오전 6시 30분 - 오전 10시 30분,,"50,000원",,
,,,매일,,성인 평일 점심,,
,,,오전 11시 30분 - 오후 2시 30분,,"85,000원",,
,,,,,어린이 평일 점심,,
,,,,,"42,500원",,
커피숍,서울특별시 강남구 삼성동 30번지 21호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로61길 43 1층 (삼성동),메뉴 정보가 없습니다.,11680,콜리플레이스
커피숍,서울특별시 강남구 삼성동 44번지,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로63길 8 1층 102호 (삼성동),메뉴 정보가 없습니다.,11680,커피베이 강남삼성2동점
커피숍,서울특별시 강남구 삼성동 115번지 18호,010*******,매일,서울특별시 강남구 봉은사로68길 23 1층 (삼성동),민트눈꽃빙수,11680,아틀리에 젠즈
,,,오전 10시 - 오후 10시,,"8,000원",,
커피숍,서울특별시 강남구 삼성동 123번지 19호,010*******,월-금,서울특별시 강남구 봉은사로68길 35 지상1층지상2층 (삼성동),아메리카노,11680,쥬방스 우유랑
,,,오전 8시 - 오후 8시,,"3,000원",,
,,,토요일,,카푸치노,,
,,,오전 9시 - 오후 7시,,"3,800원",,
,,,,,바닐라라떼,,
,,,,,"4,000원",,
커피숍,서울특별시 강남구 삼성동 123번지 19호,010*******,"월-금,토",서울특별시 강남구 봉은사로68길 35 지상1층지상2층 (삼성동),육개장,11680,제이에스엘그룹 우유랑
,,,오전 11시 30분 - 오후 8시 30분 (Break Time 14:30~16:30),,"5,900원",,
,,,휴무일,,육칼국수,,
,,,매주 일요일,,"6,900원",,
,,,,,만두육개장,,
,,,,,"6,900원",,
커피숍,서울특별시 강남구 삼성동 123번지 33호,010*******,월-금,서울특별시 강남구 봉은사로68길 41 1층 (삼성동),americano,11680,에드빗
,,,오전 11시 - 오후 8시,,"4,000원",,
,,,토/일,,espresso,,
,,,정오 12시 - 오전 7시,,"4,000원",,
,,,,,milk tea,,
,,,,,"5,500원",,
커피숍,서울특별시 강남구 삼성동 124번지 15호,070 40478870,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로68길 55 지상1층 (삼성동),메뉴 정보가 없습니다.,11680,카페 앤픽스
커피숍,서울특별시 강남구 삼성동 46번지 37호,010*******,월-금,서울특별시 강남구 봉은사로69길 27 1층 (삼성동),샐러드,11680,차밍디쉬
,,,오전 9시 - 오후 9시,,"7,500원",,
,,,토요일,,생크림와플(2인),,
,,,오전 11시 - 오후 9시,,"8,500원",,
,,,,,와플샌드위치,,
,,,,,"7,500원",,
커피숍,서울특별시 강남구 역삼동 617번지 1호,010*******,매일,서울특별시 강남구 봉은사로6길 29 지상1층 101호 (역삼동),얼그레이풀,11680,폴인팬케이크 강남점
,,,정오 12시 - 오후 10시 (라스트오더 21시30분),,"16,800원",,
,,,,,플라이망고,,
,,,,,"16,300원",,
,,,,,바나나웍스,,
,,,,,"16,300원",,
커피숍,서울특별시 강남구 역삼동 812번지 3호,,매일,서울특별시 강남구 봉은사로6길 30 지하1층 (역삼동),더티카푸치노,11680,겟썸커피
,,,오전 10시 30분 - 오후 10시,,"3,800원",,
,,,,,플랫화이트,,
,,,,,"3,800원",,
,,,,,바나나크림파이,,
,,,,,"5,500원",,
커피숍,서울특별시 강남구 삼성동 49번지 4호,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로71길 6 지상1층 101호 (삼성동),메뉴 정보가 없습니다.,11680,돌리하우스
커피숍,서울특별시 강남구 삼성동 49번지 4호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로71길 6 지상1층 102호 (삼성동),메뉴 정보가 없습니다.,11680,아쿠아테라
커피숍,서울특별시 강남구 삼성동 118번지,010*******,매일,서울특별시 강남구 봉은사로74길 13 지상1층 102호 (삼성동),에스프레소,11680,The 가배
,,,오전 9시 - 오후 10시,,"5,000원",,
,,,,,아메리카노,,
,,,,,"5,000원",,
,,,,,카페라떼,,
,,,,,"5,000원",,
커피숍,서울특별시 강남구 삼성동 116번지 31호,070 42390171,매일,서울특별시 강남구 봉은사로74길 14 지상1층 102호 (삼성동),황소곱창,11680,주식회사 엘홀딩스 강남지점
,,,오후 4시 - 오전 1시,,"23,000원",,
,,,,,모둠구이,,
,,,,,"20,000원",,
,,,,,대창구이,,
,,,,,"20,000원",,
커피숍,서울특별시 강남구 논현동 197번지 16호,,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로7길 13 1층 (논현동),메뉴 정보가 없습니다.,11680,어나더커피(Another Coffee)
커피숍,서울특별시 강남구 논현동 197번지 16호,,매일,서울특별시 강남구 봉은사로7길 13 1층 (논현동),아메리카노,11680,그레이스커피
,,,24시간 영업,,"5,000원",,
,,,,,레몬아메리카노,,
,,,,,"6,500원",,
,,,,,카페라떼,,
,,,,,"5,500원",,
커피숍,서울특별시 강남구 논현동 185번지 4호,02 69335133,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로7길 23 지하1층 (논현동),메뉴 정보가 없습니다.,11680,컨트롤프로덕션&카페
커피숍,서울특별시 강남구 논현동 170번지 27호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로7길 38 지상1층 105호 (논현동),메뉴 정보가 없습니다.,11680,카페 쑥쓰럽
커피숍,서울특별시 강남구 삼성동 149번지 17호,010*******,월-금,서울특별시 강남구 봉은사로84길 24-1 지상1층 (삼성동),아메리카노 L,11680,커피플라이 삼성점
,,,오전 9시 - 오후 9시,,"3,500원",,
,,,토요일,,얼그레이아이스티,,
,,,오전 11시 - 오후 9시,,"3,500원",,
커피숍,서울특별시 강남구 삼성동 149번지 17호,010*******,영업시간 정보가 없습니다.,서울특별시 강남구 봉은사로84길 24-1 지상2층 (삼성동),메뉴 정보가 없습니다.,11680,커피플라이 역삼점
커피숍,서울특별시 강남구 삼성동 149번지 17호,010*******,월-금,서울특별시 강남구 봉은사로84길 24-1 지상2층 (삼성동),아메리카노 L,11680,커피플라이
,,,오전 9시 - 오후 9시,,"3,500원",,
,,,토요일,,얼그레이아이스티,,
,,,오전 11시 - 오후 9시,,"3,500원",,
