업태명	소재지지번	소재지전화번호	영업일	소재지도로명	메뉴	시군구코드	업소명
기타 휴게음식점	서울특별시 강남구 수서동 713번지 수서현대벤쳐빌		영업시간 정보가 없습니다.	서울특별시 강남구 밤고개로1길 10 수서현대벤쳐빌 지하2층 B250호 (수서동)	메뉴 정보가 없습니다.	11680	홍루이젠 수서점
기타 휴게음식점	서울특별시 강남구 수서동 713번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 밤고개로1길 10 지하2층 B253-15호 (수서동 수서현대벤쳐빌)	메뉴 정보가 없습니다.	11680	현대사우나
기타 휴게음식점	서울특별시 강남구 율현동 71번지 3호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 밤고개로21길 69 104105호 (율현동)	메뉴 정보가 없습니다.	11680	이아(oia)
기타 휴게음식점	서울특별시 강남구 논현동 203번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로 129-1 지하1층 3호 (논현동)	메뉴 정보가 없습니다.	11680	(cafe)모퉁이
기타 휴게음식점	서울특별시 강남구 논현동 203번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로 129-1 지하1층 3호 (논현동)	메뉴 정보가 없습니다.	11680	카페 즙(cafe zeup)
기타 휴게음식점	서울특별시 강남구 삼성동 114번지 15호	02 21400527	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로 456 지하1층 (삼성동)	메뉴 정보가 없습니다.	11680	언제나커피
기타 휴게음식점	서울특별시 강남구 삼성동 49번지 11호 세창빌딩	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로 467 세창빌딩 지하1층 (삼성동)	메뉴 정보가 없습니다.	11680	제로백
기타 휴게음식점	서울특별시 강남구 삼성동 119번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로 478 1층 (삼성동)	메뉴 정보가 없습니다.	11680	위드미편의점
기타 휴게음식점	서울특별시 강남구 삼성동 159번지	02 22766541	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로 524 1층 AT-01호 (삼성동 아셈타워)	메뉴 정보가 없습니다.	11680	커피앳웍스(coffee works)아셈타워점
기타 휴게음식점	서울특별시 강남구 삼성동 77번지 23호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로 535 1층 (삼성동)	메뉴 정보가 없습니다.	11680	지에스25 봉은사점
기타 휴게음식점	서울특별시 강남구 삼성동 166번지 7호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로114길 46 1층 (삼성동)	메뉴 정보가 없습니다.	11680	GS25 강남엘지점
기타 휴게음식점	서울특별시 강남구 역삼동 626번지 30호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로20길 54 지상1층 4호 (역삼동)	메뉴 정보가 없습니다.	11680	감탄정
기타 휴게음식점	서울특별시 강남구 역삼동 626번지 30호	042 367 6720	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로20길 54 지상1층 5호 (역삼동)	메뉴 정보가 없습니다.	11680	(앤드그린) & green
기타 휴게음식점	서울특별시 강남구 역삼동 626번지 30호	042 367 6720	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로20길 54 지상1층 5호 (역삼동)	메뉴 정보가 없습니다.	11680	채소습관
기타 휴게음식점	서울특별시 강남구 역삼동 626번지 30호	042 367 6720	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로20길 54 지상1층 5호 (역삼동)	메뉴 정보가 없습니다.	11680	농업회사법인 만나씨이에이(주)
기타 휴게음식점	서울특별시 강남구 역삼동 626번지 30호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로20길 54 지상2층 14호 (역삼동)	메뉴 정보가 없습니다.	11680	고슬
기타 휴게음식점	서울특별시 강남구 역삼동 626번지 30호	070 43691916	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로20길 54 지상2층 주방15호 (역삼동)	메뉴 정보가 없습니다.	11680	맵데이
기타 휴게음식점	서울특별시 강남구 역삼동 658번지 역삼동658빌딩	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로30길 11 지하1층 (역삼동 역삼동658빌딩)	메뉴 정보가 없습니다.	11680	시그니처PC방
기타 휴게음식점	서울특별시 강남구 역삼동 686번지 1호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로44길 25 1층 101호 (역삼동)	메뉴 정보가 없습니다.	11680	더 달콤쿠키
기타 휴게음식점	서울특별시 강남구 삼성동 46번지		영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로67길 30 지상1층 (삼성동)	메뉴 정보가 없습니다.	11680	덕 샌드위치(Duck. Sandwich)
기타 휴게음식점	서울특별시 강남구 삼성동 116번지 32호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 봉은사로74길 16 지상1층 102호 (삼성동)	메뉴 정보가 없습니다.	11680	베이커리 코리
기타 휴게음식점	서울특별시 강남구 개포동 138번지 디에이치 아너힐즈	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 11 상가동 지상1층 108호 (개포동 디에이치 아너힐즈)	메뉴 정보가 없습니다.	11680	루바토
기타 휴게음식점	서울특별시 강남구 개포동 138번지 디에이치 아너힐즈	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 11 상가동 지상1층 108호 (개포동 디에이치 아너힐즈)	메뉴 정보가 없습니다.	11680	바오아토
기타 휴게음식점	서울특별시 강남구 대치동 316번지 은마아파트	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 212 상가동 지상1층 B-129호 (대치동 은마아파트)	메뉴 정보가 없습니다.	11680	과일숲
기타 휴게음식점	서울특별시 강남구 대치동 316번지 은마상가 B블럭 지하1층 B-56호		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 212 은마상가 B블럭동 지하1층 B-56호 (대치동 은마아파트)	메뉴 정보가 없습니다.	11680	미니 김밥
기타 휴게음식점	서울특별시 강남구 대치동 316번지 은마아파트	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 212 은마상가동 지상1층 에이블럭 164호 (대치동 은마아파트)	메뉴 정보가 없습니다.	11680	아나카롱(ANACARON)
기타 휴게음식점	서울특별시 강남구 대치동 941번지 18호	25968298	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 301 1층 105호 (대치동 하늘도시 본관)	메뉴 정보가 없습니다.	11680	쥬씨 대치은마사거리점
기타 휴게음식점	서울특별시 강남구 대치동 941번지 18호 하늘도시 지상1층 104호		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 301 하늘도시 지상1층 104호 (대치동)	메뉴 정보가 없습니다.	11680	마마롤
기타 휴게음식점	서울특별시 강남구 대치동 941번지 18호 하늘도시 지상1층 104호		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 301 하늘도시 지상1층 104호 (대치동)	메뉴 정보가 없습니다.	11680	스쿨통통
기타 휴게음식점	서울특별시 강남구 대치동 913번지 16호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 337 지하1층 (대치동)	메뉴 정보가 없습니다.	11680	로마루PC방
기타 휴게음식점	서울특별시 강남구 대치동 913번지 11호 S빌딩	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 345 S빌딩 지하1층 (대치동)	메뉴 정보가 없습니다.	11680	비원PC방
기타 휴게음식점	서울특별시 강남구 대치동 912번지 23호 우진빌딩	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 349 우진빌딩 지하1층 (대치동)	메뉴 정보가 없습니다.	11680	G PC방 대치점
기타 휴게음식점	서울특별시 강남구 대치동 957번지 13호 하이글로빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 430 지하1층 (대치동)	메뉴 정보가 없습니다.	11680	쓰리팝(3POP) PC CAFE 포스코사거리점
기타 휴게음식점	서울특별시 강남구 삼성동 144번지 14호 채널리저브	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 517 1층 101호 (삼성동 채널리저브)	메뉴 정보가 없습니다.	11680	헤일리스커피
기타 휴게음식점	서울특별시 강남구 삼성동 120번지 18호 정화빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 549 지하1층 (삼성동)	메뉴 정보가 없습니다.	11680	쓰리팝피씨카페(3POP PC Cafe)
기타 휴게음식점	서울특별시 강남구 삼성동 119번지 9호 경산빌딩	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 571 경산빌딩 지하1층 7호 (삼성동)	메뉴 정보가 없습니다.	11680	소소린 삼성점
기타 휴게음식점	서울특별시 강남구 청담동 9번지 1호		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로 755 지상2층 (청담동)	메뉴 정보가 없습니다.	11680	안서리 베이킹랩
기타 휴게음식점	서울특별시 강남구 청담동 7번지 29호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로149길 3-10 지상1층 (청담동)	메뉴 정보가 없습니다.	11680	마담주
기타 휴게음식점	서울특별시 강남구 대치동 1029번지 대치SK-VIEW아파트	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로51길 25 지상1층 101호 (대치동 대치SK-VIEW아파트)	메뉴 정보가 없습니다.	11680	오튀순& 생과일
기타 휴게음식점	서울특별시 강남구 대치동 932번지 36호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로63길 5 1층 (대치동)	메뉴 정보가 없습니다.	11680	씨유대치예영점
기타 휴게음식점	서울특별시 강남구 대치동 893번지 롯데캐슬아파트	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로85길 11 생활편익시설동 지하1층 12호 (대치동 롯데캐슬아파트)	메뉴 정보가 없습니다.	11680	에그드랍 포스코점
기타 휴게음식점	서울특별시 강남구 대치동 891번지 46호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로85길 26 지하 1층 (대치동)	메뉴 정보가 없습니다.	11680	헤븐리29
기타 휴게음식점	서울특별시 강남구 대치동 891번지 26호 대치동대우아이빌멤버스	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로85길 42 1층 103-A호 (대치동 대치동대우아이빌멤버스)	메뉴 정보가 없습니다.	11680	홍콩다방 선릉점
기타 휴게음식점	서울특별시 강남구 대치동 891번지 26호 대치동대우아이빌멤버스	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로85길 42 지상1층 103-B호 (대치동 대치동대우아이빌멤버스)	메뉴 정보가 없습니다.	11680	보영만두(선릉점)
기타 휴게음식점	서울특별시 강남구 대치동 888번지 1호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 224 대치아이파크상가동 1층 107호 (대치동)	메뉴 정보가 없습니다.	11680	요거프레소 대치아이파크점
기타 휴게음식점	서울특별시 강남구 도곡동 527번지 3호		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 225 지하1층 B137호 (도곡동 도곡렉슬상가)	메뉴 정보가 없습니다.	11680	(주)GS리테일(수퍼마켓 도곡렉슬점)
기타 휴게음식점	서울특별시 강남구 역삼동 756번지 18호		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 313 지상1층 카호 (역삼동)	메뉴 정보가 없습니다.	11680	명랑시대 쌀핫도그
기타 휴게음식점	서울특별시 강남구 대치동 921번지	7084008119	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 338 1층 (대치동)	메뉴 정보가 없습니다.	11680	코끼리 분식
기타 휴게음식점	서울특별시 강남구 대치동 908번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 344 1층 6호 (대치동)	메뉴 정보가 없습니다.	11680	가마로강정 한티점
기타 휴게음식점	서울특별시 강남구 대치동 908번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 344 지상1층 (대치동)	메뉴 정보가 없습니다.	11680	오마뎅 대치도성초교점
기타 휴게음식점	서울특별시 강남구 논현동 242번지 31호 영창빌딩	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 663 영창빌딩 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	맥스피드PC 강남구청점
기타 휴게음식점	서울특별시 강남구 개포동 1280번지 개포래미안블레스티지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 8 근린생활시설동 지하1층 30호 (개포동 개포래미안블레스티지)	메뉴 정보가 없습니다.	11680	지에스 더 프레시 개포래미안블레스티지점
기타 휴게음식점	서울특별시 강남구 신사동 665번지 1호 한양타운빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 823 지하2층 (신사동)	메뉴 정보가 없습니다.	11680	한양사우나(스넥)
기타 휴게음식점	서울특별시 강남구 삼성동 142번지 7호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로100길 42 A동 1층 2호 (삼성동 엘지선릉에클라트)	메뉴 정보가 없습니다.	11680	커피베이 강남선릉점
기타 휴게음식점	서울특별시 강남구 개포동 167번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로10길 4 지상1층 (개포동)	메뉴 정보가 없습니다.	11680	개포분식
기타 휴게음식점	서울특별시 강남구 삼성동 36번지		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로116길 12 1층 101호 (삼성동 모젤하임)	메뉴 정보가 없습니다.	11680	불도저
기타 휴게음식점	서울특별시 강남구 논현동 254번지	28257131	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로121길 12 1층 (논현동)	메뉴 정보가 없습니다.	11680	주식회사 트립티 LH논현점
기타 휴게음식점	서울특별시 강남구 논현동 254번지	28257131	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로121길 12 1층 (논현동)	메뉴 정보가 없습니다.	11680	(주)씨앤지풀서비스 LH 논현점
기타 휴게음식점	서울특별시 강남구 삼성동 7번지 3호 래미안삼성2차아파트	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로130길 20 상가동 지상2층 208호 (삼성동 래미안삼성2차아파트)	메뉴 정보가 없습니다.	11680	폴스 마카롱(Paul's macoron)
기타 휴게음식점	서울특별시 강남구 신사동 657번지 38호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로157길 13-3 1층 (신사동)	메뉴 정보가 없습니다.	11680	비안도넛
기타 휴게음식점	서울특별시 강남구 신사동 663번지 22호 지상1층		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로157길 14-4 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	팝스
기타 휴게음식점	서울특별시 강남구 신사동 657번지 4호		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로157길 27-4 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	유하제과 신사점
기타 휴게음식점	서울특별시 강남구 신사동 662번지 1호	234455751	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로161길 25 1층 101호 (신사동)	메뉴 정보가 없습니다.	11680	빽다방 압구정로데오점
기타 휴게음식점	서울특별시 강남구 대치동 922번지 21호 대성빌딩	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로64길 9 대성빌딩 지상3층 (대치동)	메뉴 정보가 없습니다.	11680	커피랑도서관 한티역점
기타 휴게음식점	서울특별시 강남구 대치동 896번지 45호 지상4층	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로86길 46 지상4층 (대치동)	메뉴 정보가 없습니다.	11680	타임피씨방
기타 휴게음식점	서울특별시 강남구 대치동 889번지 52호 KR TOWER		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로90길 16 KR TOWER 1층 (대치동)	메뉴 정보가 없습니다.	11680	지에스 선릉로즈점
기타 휴게음식점	서울특별시 강남구 역삼동 705번지 7호		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로93길 15 지하2층 (역삼동)	메뉴 정보가 없습니다.	11680	쓰리팝
기타 휴게음식점	서울특별시 강남구 역삼동 697번지 11호 신성프라자 지하층 일부	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로93길 18 신성프라자 지하층 일부 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	긱스타 피시 카페
기타 휴게음식점	서울특별시 강남구 신사동 574번지 3호	25177470	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 150 1층 (신사동)	메뉴 정보가 없습니다.	11680	핸드폰마을
기타 휴게음식점	서울특별시 강남구 신사동 579번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 156 1층 110호 (신사동 카로시티2빌딩)	메뉴 정보가 없습니다.	11680	쥬씨 압구정점
기타 휴게음식점	서울특별시 강남구 신사동 579번지 3호 베네하임시티	02 34473371	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 162 베네하임시티 1층 110호 (신사동)	메뉴 정보가 없습니다.	11680	에그드랍압구정점
기타 휴게음식점	서울특별시 강남구 압구정동 429번지	032 665 6601	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 165 지하1층 (압구정동 현대백화점압구정점)	메뉴 정보가 없습니다.	11680	(주)미성에프앤씨 서울만두현대압구정점
기타 휴게음식점	서울특별시 강남구 압구정동 429번지 현대백화점본점	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 165 지하1층 (압구정동)	메뉴 정보가 없습니다.	11680	팔팔주스
기타 휴게음식점	서울특별시 강남구 압구정동 429번지 현대백화점본점 지하1층 식품관		영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 165 현대백화점본점 식품관 지하1층 (압구정동)	메뉴 정보가 없습니다.	11680	르헤브드베베
기타 휴게음식점	서울특별시 강남구 압구정동 429번지 현대백화점본점	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 165 현대백화점본점 지하1층 (압구정동)	메뉴 정보가 없습니다.	11680	야쿤카야토스트
기타 휴게음식점	서울특별시 강남구 압구정동 429번지 현대백화점본점	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 165 현대백화점본점 지하1층 (압구정동)	메뉴 정보가 없습니다.	11680	영준목장
기타 휴게음식점	서울특별시 강남구 압구정동 429번지 현대백화점본점	02 713 5536	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 165 현대백화점본점 지하1층 (압구정동)	메뉴 정보가 없습니다.	11680	타쿠미야
기타 휴게음식점	서울특별시 강남구 신사동 615번지 현대종합상가빌딩	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 214 현대종합상가빌딩 지상1층 101호 (신사동)	메뉴 정보가 없습니다.	11680	못난이꽈배기 압구정점
기타 휴게음식점	서울특별시 강남구 신사동 660번지 8호	25164445	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 334 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	피크피씨방
기타 휴게음식점	서울특별시 강남구 신사동 661번지	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 336 지상1층 13호 (신사동)	메뉴 정보가 없습니다.	11680	틈새라면
기타 휴게음식점	서울특별시 강남구 신사동 661번지 1호	02 542 9744	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 338 지하1층 3-나호 (신사동)	메뉴 정보가 없습니다.	11680	로마루피씨방
기타 휴게음식점	서울특별시 강남구 압구정동 494번지 갤러리아백화점	070 88990503	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로 343 갤러리아백화점 지하1층 (압구정동)	메뉴 정보가 없습니다.	11680	쁘띠이자뷰
기타 휴게음식점	서울특별시 강남구 신사동 576번지 7호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로28길 28 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	큐브PC방
기타 휴게음식점	서울특별시 강남구 압구정동 369번지 1호 현대아파트	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로29길 71 지상1층 104호 (압구정동 현대아파트)	메뉴 정보가 없습니다.	11680	오마뎅 압구정 현대점
기타 휴게음식점	서울특별시 강남구 압구정동 454번지 신사상가	02 547 1690	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로29길 72-1 B동 지상1층 11호 (압구정동)	메뉴 정보가 없습니다.	11680	쌍둥이네
기타 휴게음식점	서울특별시 강남구 압구정동 454번지 신사상가	02 547 1690	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로29길 72-1 B동 지상1층 11-1호 (압구정동)	메뉴 정보가 없습니다.	11680	쌍둥이네
기타 휴게음식점	서울특별시 강남구 압구정동 454번지 신사상가	02 547 1690	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로29길 72-1 B동 지상1층 11-2호 (압구정동)	메뉴 정보가 없습니다.	11680	궁중스낵
기타 휴게음식점	서울특별시 강남구 신사동 610번지		영업시간 정보가 없습니다.	서울특별시 강남구 압구정로30길 12 1층 (신사동)	메뉴 정보가 없습니다.	11680	씨유 압구정점
기타 휴게음식점	서울특별시 강남구 신사동 610번지		영업시간 정보가 없습니다.	서울특별시 강남구 압구정로30길 12 지상1층 102호 (신사동)	메뉴 정보가 없습니다.	11680	압구정 꽈배기
기타 휴게음식점	서울특별시 강남구 신사동 610번지 0호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로30길 12 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	오즈쓰리팝PC방
기타 휴게음식점	서울특별시 강남구 신사동 610번지 0호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로30길 12 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	3POP PC방(쓰리팝피씨방)
기타 휴게음식점	서울특별시 강남구 신사동 523번지 33호 덕호빌딩	02 540 0317	영업시간 정보가 없습니다.	서울특별시 강남구 압구정로4길 13-4 지상1층 101호 (신사동)	메뉴 정보가 없습니다.	11680	마카롱쿠튀르
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 24호	02 34612227	영업시간 정보가 없습니다.	서울특별시 강남구 언주로 118 1층 113호 (도곡동 우성캐릭터199)	메뉴 정보가 없습니다.	11680	에스뚜체 도곡점
기타 휴게음식점	서울특별시 강남구 역삼동 711번지 6호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 언주로 408 지상1층 112호 (역삼동)	메뉴 정보가 없습니다.	11680	디저트팜
기타 휴게음식점	서울특별시 강남구 논현동 115번지 1호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 언주로 708 1층 (논현동 경원빌딩)	메뉴 정보가 없습니다.	11680	카페 아임홈
기타 휴게음식점	서울특별시 강남구 역삼동 657번지 42호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 언주로103길 32 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	스타피씨(PC)방
기타 휴게음식점	서울특별시 강남구 논현동 211번지 12호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 언주로125길 8 1층 104호 (논현동)	메뉴 정보가 없습니다.	11680	공든 샌드위치
기타 휴게음식점	서울특별시 강남구 신사동 645번지 15호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 언주로164길 21-3 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	착한김밥
기타 휴게음식점	서울특별시 강남구 신사동 636번지 19호		영업시간 정보가 없습니다.	서울특별시 강남구 언주로170길 11 1층 (신사동)	메뉴 정보가 없습니다.	11680	안성상회
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 7호	222905600	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 21 A동 지하1층 (도곡동 아카데미스위트)	메뉴 정보가 없습니다.	11680	롯데프리미엄푸드마켓 도곡점
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 7호 아카데미스위트	02 20388130	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 21 B동 지하1층 (도곡동 아카데미스위트)	메뉴 정보가 없습니다.	11680	우진에프에스홀딩스(주)도곡점
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 17호 타워팰리스지하1층	031 657 2071	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 57 (도곡동타워팰리스지하1층)	메뉴 정보가 없습니다.	11680	빠스
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 17호 타워팰리스	031 792 0727	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 57 상가동 지하1층 (도곡동 타워팰리스)	메뉴 정보가 없습니다.	11680	경성(한시적)
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 17호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 57 지하1층 (도곡동 스타슈퍼)	메뉴 정보가 없습니다.	11680	아를르코리아
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 17호		영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 57 지하1층 (도곡동 신세계스타슈퍼 내)	메뉴 정보가 없습니다.	11680	파파오가닉
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 17호	02 63342268	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 57 지하1층 (도곡동 타워팰리스2)	메뉴 정보가 없습니다.	11680	올가니카 데이
기타 휴게음식점	서울특별시 강남구 도곡동 467번지 17호 타워팰리스	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 언주로30길 57 지하1층 SSG호 (도곡동 타워팰리스)	메뉴 정보가 없습니다.	11680	영준목장
기타 휴게음식점	서울특별시 강남구 역삼동 722번지 경남아파트 지하1층 B03호		영업시간 정보가 없습니다.	서울특별시 강남구 언주로85길 13 지하1층 B03호 (역삼동 경남아파트)	메뉴 정보가 없습니다.	11680	지펜녹
기타 휴게음식점	서울특별시 강남구 역삼동 706번지 12호	010*******	매일	서울특별시 강남구 언주로90길 8 1층 101호 (역삼동)	아메리카노	11680	카페리빈
			오전 9시 - 오후 9시		"3,500원"		
			"월,일"		수제 대추차		
			오전 9시 - 오후 8시		"6,000원"		
					"수제 꽃차, 잎차"		
					"5,000원"		
기타 휴게음식점	서울특별시 강남구 역삼동 672번지 37호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 언주로93길 30 2층 (역삼동)	메뉴 정보가 없습니다.	11680	피씨앤쿡
기타 휴게음식점	서울특별시 강남구 역삼동 831번지 45호 에스케이허브젠		영업시간 정보가 없습니다.	서울특별시 강남구 역삼로 109 1층 105호 (역삼동 에스케이허브젠)	메뉴 정보가 없습니다.	11680	플렌티
기타 휴게음식점	서울특별시 강남구 역삼동 733번지 27호		영업시간 정보가 없습니다.	서울특별시 강남구 역삼로 213 1층 (역삼동)	메뉴 정보가 없습니다.	11680	GS25역삼대로점
기타 휴게음식점	서울특별시 강남구 역삼동 755번지 한솔필리아	070 44385764	영업시간 정보가 없습니다.	서울특별시 강남구 역삼로 310 한솔필리아 지하2층 (역삼동)	메뉴 정보가 없습니다.	11680	떡탐 (이마트 역삼점)
기타 휴게음식점	서울특별시 강남구 대치동 906번지 22호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 역삼로 419 지하1층 (대치동)	메뉴 정보가 없습니다.	11680	엔탑pc
기타 휴게음식점	서울특별시 강남구 대치동 78번지 24호	010*******	휴무일	서울특별시 강남구 역삼로107길 20-30 2층 (대치동)	짜장면	11680	강남지역자활센터
			매주 월요일		"5,000원"		
					"삼선짜장, 삼선짬뽕 각"		
					"10,000원"		
					쟁반짜장 2인		
					"12,000원"		
기타 휴게음식점	서울특별시 강남구 역삼동 732번지 15호 1층	010*******	월-금	서울특별시 강남구 역삼로37길 9 1층 (역삼동)	아메리카노	11680	그랩앤고
			오전 7시 - 오후 8시		"2,500원"		
			토/일		청포도케일		
			오전 9시 - 오후 6시		"5,500원"		
					파인케일		
					"5,500원"		
기타 휴게음식점	서울특별시 강남구 역삼동 832번지 56호	010*******	영업시간 정보가 없습니다.	서울특별시 강남구 역삼로4길 22 지상1층 (역삼동)	메뉴 정보가 없습니다.	11680	가마솥 밥하나
기타 휴게음식점	서울특별시 강남구 역삼동 754번지 2호 도곡프라자		휴무일	서울특별시 강남구 역삼로52길 14 도곡프라자 지상1층 116호 (역삼동)	짜장면	11680	강남아이스크림할인점
			매주 월요일		"5,000원"		
